,assetID,contentFeaturization.overallTone,contentFeaturization.visualContentDensity,contentFeaturization.orientation,contentFeaturization.visualAttentionSpread,contentFeaturization.peopleCategories,contentFeaturization.foregroundColors,contentFeaturization.backgroundColors,contentFeaturization.tags
12,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_07959/HNS_07959_ModernDotPrintSandshell_Front.jpg,warm,low,portrait,low,"['person', 'woman']","['orange', 'pink']",['white'],"['underwear', 'posing', 'camera', 'wearing', 'wear', 'lingerie']"
13,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_07959/HNS_07959_White_Front.jpg,neutral,high,portrait,high,"['person', 'woman']","['orange', 'brown', 'khaki']","['white', 'off_white']","['hair', 'underwear', 'posing', 'wearing', 'blonde', 'wear', 'sports_bra', 'lingerie']"
14,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09402/HNS_09402_LatteLiftBlack_Front.jpg,neutral,high,portrait,high,"['person', 'woman']","['orange', 'khaki']","['white', 'silver']","['sitting', 'underwear', 'skin', 'posing', 'wearing', 'wear', 'tan', 'lingerie']"
15,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09404/HNS_09404_BlackBodyBeigeLining_Front.jpg,neutral,low,portrait,high,"['person', 'woman']","['orange', 'dark_brown', 'black']","['orange', 'white', 'cream']","['hair', 'sitting', 'underwear', 'posing', 'wearing', 'wear', 'lingerie']"
16,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09404/HNS_09404_Black_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'dark_brown']",['white'],"['underwear', 'posing', 'wearing', 'wear', 'camisole', 'sports_bra', 'lingerie']"
17,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09404/HNS_09404_ColaRedCharmingDitsy_Front.jpg,neutral,high,portrait,low,"['person', 'woman']","['orange', 'dark_brown', 'khaki']","['orange', 'white']","['underwear', 'posing', 'wearing', 'wear', 'lingerie']"
18,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09404/HNS_09404_GinghamPrintRoseBloomPinkBallerinaSlipper_Front.jpg,warm,low,portrait,high,"['person', 'woman']","['orange', 'pink']","['white', 'off_white']","['underwear', 'posing', 'checkered', 'wearing', 'blonde', 'wear', 'camisole', 'lingerie']"
19,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09404/HNS_09404_LatteLiftBlack_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'khaki', 'beige']","['orange', 'brown', 'white', 'dark_brown']","['underwear', 'posing', 'lace', 'wearing', 'wear', 'undergarment', 'lingerie']"
20,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09404/HNS_09404_MovingTextureGloss_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'black', 'khaki']","['white', 'black']","['hair', 'style', 'underwear', 'posing', 'lace', 'wearing', 'camisole', 'wear', 'undergarment', 'lingerie']"
21,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09404/HNS_09404_Sandshell_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'khaki']",['white'],"['underwear', 'posing', 'lace', 'wearing', 'wear', 'undergarment', 'lingerie']"
22,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09404/HNS_09404_SheerPalePinkwDeepMauve_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['dark_brown', 'brown', 'khaki']",['white'],"['hair', 'underwear', 'posing', 'face', 'wearing', 'camisole', 'wear', 'lingerie']"
23,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09404/HNS_09404_WhiteStone_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'khaki']",['white'],"['underwear', 'posing', 'wearing', 'wear', 'lingerie']"
24,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09404/HNS_09404_White_Front.jpg,neutral,high,portrait,low,"['person', 'woman']","['orange', 'dark_brown', 'khaki']","['white', 'off_white']","['underwear', 'standing', 'posing', 'lace', 'wearing', 'wear', 'stand', 'undergarment', 'lingerie']"
25,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09417/HNS_09417_Black_Front.jpg,neutral,low,portrait,high,"['person', 'woman']","['orange', 'khaki']",['white'],"['swimsuit', 'swimming', 'wearing', 'wear', 'swimwear', 'swim']"
26,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09417/HNS_09417_LatteLift_Front.jpg,neutral,high,portrait,low,"['person', 'woman']","['orange', 'khaki']",['white'],"['underwear', 'skin', 'posing', 'wearing', 'wear', 'lingerie']"
27,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09417/HNS_09417_White_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'khaki', 'off_white']",['white'],"['underwear', 'skin', 'lingerie', 'swimsuit', 'posing', 'wearing', 'wear', 'swimwear', 'suit']"
28,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09428/HNS_09428_Black_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'dark_brown', 'black']","['white', 'off_white']","['underwear', 'swimsuit', 'posing', 'wearing', 'wear', 'sports_bra', 'swim', 'lingerie']"
29,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09428/HNS_09428_CinnamonButter_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'dark_brown', 'khaki']","['white', 'off_white']","['underwear', 'silk', 'wearing', 'wear', 'camisole', 'satin', 'lingerie']"
30,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09428/HNS_09428_LatteLift_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'dark_brown']","['white', 'off_white']","['underwear', 'posing', 'lace', 'wearing', 'wear', 'tan', 'undergarment', 'lingerie']"
31,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09428/HNS_09428_Pearl_Front.jpg,neutral,low,portrait,high,"['person', 'woman']","['orange', 'brown', 'khaki']","['white', 'off_white']","['hair', 'underwear', 'posing', 'wearing', 'wear', 'lingerie']"
32,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09428/HNS_09428_Sandshell_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'khaki']",['white'],"['underwear', 'posing', 'wearing', 'camisole', 'wear', 'sports_bra', 'tan', 'undergarment', 'lingerie']"
33,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09428/HNS_09428_StrawberryRougeLovelyStem_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'khaki']",['white'],"['wearing', 'wear', 'underwear', 'lingerie']"
34,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09436/HNS_09436_Black_Front.jpg,neutral,low,portrait,high,"['person', 'woman']","['brown', 'khaki']",['white'],"['underwear', 'wearing', 'wear', 'sports_bra', 'lingerie']"
35,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09436/HNS_09436_BlackandNavyBlossomsPrint_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown']","['white', 'off_white']","['underwear', 'posing', 'lace', 'wearing', 'wear', 'sports_bra', 'undergarment', 'lingerie']"
36,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09436/HNS_09436_BodyBeige_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'khaki']",['white'],"['underwear', 'skin', 'posing', 'wearing', 'wear', 'waist', 'tan', 'lingerie']"
37,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09436/HNS_09436_Chestnut_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'khaki']",['white'],"['underwear', 'posing', 'wearing', 'wear', 'tan', 'lingerie']"
38,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09436/HNS_09436_PurpleRuby_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'dark_brown', 'khaki', 'dark_pink']","['dark_brown', 'brown', 'white', 'off_white']","['hair', 'underwear', 'lingerie', 'posing', 'camera', 'wearing', 'wear', 'sports_bra', 'suit']"
39,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09436/HNS_09436_Sandshell_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'khaki']",['white'],"['hair', 'underwear', 'skin', 'blond', 'posing', 'wearing', 'blonde', 'wear', 'tan', 'undergarment', 'lingerie']"
40,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09436/HNS_09436_White_Front.jpg,neutral,high,portrait,low,"['person', 'woman']","['dark_brown', 'brown', 'orange', 'khaki']","['white', 'off_white']","['hair', 'underwear', 'swimsuit', 'posing', 'wearing', 'wear', 'swimwear', 'lingerie']"
41,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09456/HNS_09456_BlackBodyBeige_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['brown', 'black', 'khaki']",['white'],"['crop_top', 'hair', 'style', 'underwear', 'jacket', 'posing', 'wearing', 'wear', 'sports_bra', 'lingerie']"
42,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09456/HNS_09456_EveningBlush_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'khaki']","['white', 'off_white']","['style', 'underwear', 'posing', 'lace', 'wearing', 'camisole', 'wear', 'undergarment', 'lingerie']"
43,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09456/HNS_09456_LatteLiftBlack_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'dark_brown', 'khaki']",['white'],"['underwear', 'posing', 'lace', 'wearing', 'camisole', 'wear', 'sports_bra', 'tan', 'undergarment', 'lingerie']"
44,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_09456/HNS_09456_PeachSwirlPrint_Front.jpg,neutral,low,portrait,high,"['person', 'woman']","['gray', 'orange', 'off_white']",['white'],"['underwear', 'standing', 'posing', 'lace', 'wearing', 'camisole', 'wear', 'holding', 'undergarment', 'lingerie']"
45,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_12622/HNS_12622_Black_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['dark_gray', 'brown', 'black']","['brown', 'white', 'off_white']","['leg', 'underwear', 'swimsuit', 'posing', 'shorts', 'wearing', 'pants', 'waist', 'wear', 'sports_bra', 'exercise', 'back', 'lingerie', 'leggings']"
46,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_12622/HNS_12622_LatteLift_Front.jpg,neutral,low,portrait,low,"['person', 'kid', 'woman']","['orange', 'brown', 'beige']","['off_white', 'beige']","['leg', 'tan', 'underwear', 'standing', 'shorts', 'wearing', 'waist', 'wear', 'sports_bra', 'stand', 'pants', 'back', 'holding', 'lingerie', 'leggings']"
47,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40149/HNS_40149_BlackandNavyBlossoms_Front.jpg,neutral,low,portrait,low,"['person', 'kid', 'girl']","['orange', 'khaki']",['white'],"['underwear', 'swimsuit', 'lingerie', 'wearing', 'wear', 'flower', 'pants', 'swimwear', 'suit']"
48,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40159/HNS_40159_AbstractBlackFloral_Front.jpg,neutral,low,portrait,low,"['person', 'kid', 'woman']","['orange', 'brown', 'dark_brown', 'pink', 'black']","['orange', 'brown', 'white', 'dark_brown']","['style', 'underwear', 'lace', 'wearing', 'wear', 'flower', 'undergarment', 'lingerie']"
49,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40159/HNS_40159_Black_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'brown', 'dark_brown', 'pink', 'black']","['orange', 'white', 'pink']","['underwear', 'skin', 'posing', 'lace', 'wearing', 'camisole', 'wear', 'waist', 'undergarment', 'lingerie']"
50,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40159/HNS_40159_BlackandNavyBlossoms_Front.jpg,neutral,low,portrait,low,"['person', 'kid', 'girl', 'woman']","['orange', 'brown', 'khaki']","['white', 'off_white']","['leg', 'underwear', 'tan', 'swimsuit', 'skin', 'posing', 'lace', 'wearing', 'wear', 'swimwear', 'flower', 'pants', 'suit', 'striped', 'undergarment', 'lingerie']"
51,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40159/HNS_40159_CelestialPinkTexturedPrint_Front.jpg,neutral,low,portrait,low,"['person', 'kid', 'girl', 'woman']","['dark_pink', 'brown', 'khaki']",['off_white'],"['leg', 'style', 'underwear', 'standing', 'underpants', 'lace', 'wearing', 'wear', 'stand', 'pants', 'undergarment', 'lingerie']"
52,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40159/HNS_40159_DenimJacketBrushPrint_Front.jpg,neutral,low,portrait,low,"['person', 'kid', 'girl', 'woman']","['orange', 'brown']","['brown', 'white']","['leg', 'style', 'underwear', 'skin', 'swimsuit', 'underpants', 'posing', 'shorts', 'lace', 'wearing', 'wear', 'pants', 'swimwear', 'undergarment', 'lingerie']"
53,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40159/HNS_40159_EveningBlushwSilver_Front.jpg,neutral,high,portrait,low,"['person', 'kid', 'woman']","['orange', 'brown', 'khaki']","['white', 'off_white']","['leg', 'underwear', 'skin', 'posing', 'thigh', 'lace', 'wearing', 'waist', 'wear', 'pants', 'tan', 'undergarment', 'lingerie']"
54,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40159/HNS_40159_FloralDelight_Front.jpg,neutral,low,portrait,low,"['person', 'kid', 'woman']","['orange', 'brown', 'khaki']","['white', 'off_white']","['underwear', 'underpants', 'lace', 'wearing', 'wear', 'pants', 'undergarment', 'lingerie']"
55,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40159/HNS_40159_GreyBlackLushLeo_Front.jpg,warm,low,portrait,low,"['person', 'kid', 'girl']","['gray', 'dark_gray', 'black']","['orange', 'khaki', 'pink']","['underwear', 'swimsuit', 'underpants', 'shorts', 'wearing', 'waist', 'wear', 'pants', 'undergarment', 'lingerie']"
56,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40159/HNS_40159_NavyEclipseRoseGold_Front.jpg,neutral,low,portrait,low,"['person', 'kid', 'woman']","['dark_brown', 'brown']",['off_white'],"['leg', 'pants', 'lingerie', 'posing', 'lace', 'underwear', 'skin', 'standing', 'hip', 'shorts', 'thigh', 'wearing', 'waist', 'stand', 'wear', 'abdomen', 'tan', 'undergarment', 'dance', 'torso']"
57,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40159/HNS_40159_SteelPinStripewBlack_Front.jpg,neutral,low,portrait,low,"['person', 'boy', 'kid']","['orange', 'brown', 'khaki']","['white', 'off_white']","['leg', 'tan', 'skin', 'swimsuit', 'underwear', 'posing', 'lace', 'wearing', 'wear', 'swimwear', 'pants', 'suit', 'striped', 'undergarment', 'lingerie']"
58,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40159/HNS_40159_WatermelonPunch_Front.jpg,neutral,low,portrait,low,"['person', 'kid', 'girl']","['dark_red', 'orange', 'brown']",['white'],"['leg', 'underwear', 'skin', 'swimsuit', 'standing', 'hip', 'posing', 'shorts', 'thigh', 'wearing', 'waist', 'swimwear', 'wear', 'stand', 'pants', 'suit', 'undergarment', 'lingerie']"
59,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40159/HNS_40159_WhiteRoseGold_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['brown', 'khaki']","['white', 'off_white']","['leg', 'underwear', 'skin', 'posing', 'lace', 'wearing', 'wear', 'pants', 'undergarment', 'lingerie']"
60,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40159/HNS_40159_White_Front.jpg,neutral,high,portrait,low,"['person', 'woman']","['orange', 'brown', 'khaki']","['gray', 'brown', 'white']","['sitting', 'underwear', 'skin', 'laying', 'posing', 'couch', 'bed', 'wear', 'chair', 'lingerie']"
61,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40760/HNS_40760_Black_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'black', 'pink']",['white'],"['underwear', 'swimsuit', 'posing', 'wearing', 'stomach', 'waist', 'wear', 'abdomen', 'pants', 'undergarment', 'lingerie']"
62,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40760/HNS_40760_BrightVioletFloralLayerPrint_Front.jpg,neutral,high,portrait,low,"['person', 'kid', 'girl']","['orange', 'brown', 'dark_brown']","['brown', 'white', 'off_white']","['yoga_pants', 'underwear', 'standing', 'underpants', 'posing', 'shorts', 'hip', 'wearing', 'waist', 'wear', 'sports_bra', 'stand', 'pants', 'flower', 'lingerie']"
63,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40760/HNS_40760_CelestialPinkBrushPrint_Front.jpg,neutral,low,portrait,low,"['person', 'kid', 'girl']","['orange', 'brown', 'pink']","['white', 'off_white']","['leg', 'underwear', 'underpants', 'shorts', 'lace', 'wearing', 'wear', 'pants', 'undergarment', 'lingerie']"
64,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40760/HNS_40760_CherryBlossomPrint_Front.jpg,neutral,low,portrait,low,"['person', 'kid', 'girl']","['orange', 'khaki']","['white', 'off_white']","['leg', 'style', 'underwear', 'underpants', 'shorts', 'lace', 'wearing', 'wear', 'pants', 'undergarment', 'lingerie']"
65,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40760/HNS_40760_CinnamonButter_Front.jpg,neutral,low,portrait,low,"['person', 'kid', 'girl']","['orange', 'brown', 'khaki']",['off_white'],"['leg', 'underwear', 'skin', 'underpants', 'shorts', 'thigh', 'wearing', 'waist', 'wear', 'pants', 'tan', 'undergarment', 'lingerie']"
66,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40760/HNS_40760_ClassicLeopardSandshellSandshell_Front.jpg,neutral,low,portrait,low,"['person', 'kid', 'woman']","['orange', 'khaki']","['silver', 'off_white']","['leg', 'underwear', 'standing', 'underpants', 'posing', 'shorts', 'boxer', 'lace', 'wearing', 'wear', 'stand', 'pants', 'undergarment', 'lingerie']"
67,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40760/HNS_40760_ClassicStripePrint_Front.jpg,neutral,high,portrait,low,"['person', 'kid', 'girl']","['orange', 'dark_gray', 'khaki', 'gray', 'black']","['orange', 'khaki', 'off_white']","['leg', 'underwear', 'swimsuit', 'exercise', 'underpants', 'posing', 'shorts', 'boxer', 'wearing', 'wear', 'sports_bra', 'pants', 'swimwear', 'striped', 'undergarment', 'lingerie', 'athlete']"
68,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40760/HNS_40760_Gloss_Front.jpg,neutral,low,portrait,low,"['person', 'kid', 'girl']","['dark_pink', 'brown', 'khaki', 'dark_brown']","['brown', 'white', 'khaki']","['underwear', 'standing', 'underpants', 'posing', 'shorts', 'cotton', 'wearing', 'lace', 'wear', 'waist', 'stand', 'pants', 'undergarment', 'lingerie']"
69,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40760/HNS_40760_LatteLift_Front.jpg,neutral,low,portrait,low,"['person', 'kid', 'woman']","['orange', 'brown', 'khaki']","['orange', 'white']","['leg', 'underwear', 'skin', 'standing', 'underpants', 'posing', 'shorts', 'hip', 'lace', 'wearing', 'stand', 'waist', 'wear', 'abdomen', 'pants', 'tan', 'undergarment', 'lingerie']"
70,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40760/HNS_40760_ModernDotSandshell_Front.jpg,neutral,low,portrait,low,"['person', 'woman']","['orange', 'khaki', 'pink']","['orange', 'khaki', 'off_white']","['underwear', 'underpants', 'shorts', 'lace', 'wearing', 'wear', 'pants', 'lingerie']"
71,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40760/HNS_40760_NavyBlackLacePrintBlack_Front.jpg,neutral,low,portrait,low,"['person', 'kid', 'girl', 'woman']","['orange', 'dark_gray', 'black', 'khaki']","['orange', 'white', 'khaki', 'off_white']","['leg', 'underpants', 'boxer', 'pants', 'lingerie', 'leggings', 'posing', 'lace', 'sports_bra', 'underwear', 'standing', 'shorts', 'workout', 'wearing', 'stand', 'wear', 'undergarment', 'athlete', 'exercise']"
72,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40760/HNS_40760_NavyBlack_Front.jpg,neutral,low,portrait,low,"['person', 'kid', 'girl', 'woman']","['dark_blue', 'orange', 'khaki']","['orange', 'white', 'khaki']","['leg', 'underwear', 'standing', 'underpants', 'posing', 'shorts', 'hip', 'boxer', 'lace', 'wearing', 'waist', 'wear', 'stand', 'pants', 'undergarment', 'lingerie']"
73,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40760/HNS_40760_NewGeoSnowflake_Front.jpg,neutral,low,portrait,low,"['person', 'kid', 'woman']","['dark_gray', 'dark_brown', 'brown', 'khaki']","['white', 'off_white']","['underwear', 'exercise', 'underpants', 'shorts', 'wearing', 'waist', 'wear', 'sports_bra', 'pants', 'back', 'undergarment', 'lingerie', 'apparel']"
74,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40760/HNS_40760_PeachSwirl_Front.jpg,neutral,high,portrait,low,"['person', 'woman']","['orange', 'off_white']","['gray', 'white', 'silver']","['leg', 'pants', 'back', 'lingerie', 'crop_top', 'posing', 'lace', 'underwear', 'standing', 'shorts', 'shirt', 'wearing', 'waist', 'wear', 'stand', 'style', 'sweater', 'knit', 'cotton', 'skirt', 'dance']"
75,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40760/HNS_40760_PinkHeatherPrintwSheerPalePink_Front.jpg,neutral,low,portrait,high,"['person', 'kid', 'girl']","['khaki', 'pink']","['orange', 'khaki', 'off_white']","['leg', 'underwear', 'standing', 'underpants', 'posing', 'shorts', 'lace', 'wearing', 'cotton', 'wear', 'stand', 'pants', 'undergarment', 'lingerie']"
76,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40760/HNS_40760_PurpleRose_Front.jpg,neutral,low,portrait,low,"['person', 'kid', 'girl']","['dark_pink', 'khaki']",['off_white'],"['underwear', 'shorts', 'lace', 'wearing', 'wear', 'pants', 'undergarment', 'lingerie']"
77,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40760/HNS_40760_Sandshell_Front.jpg,neutral,low,portrait,high,"['person', 'woman']","['orange', 'brown', 'khaki', 'off_white']","['brown', 'white', 'off_white']","['leg', 'underwear', 'skin', 'laying', 'posing', 'corset', 'wearing', 'bed', 'waist', 'wear', 'pants', 'undergarment', 'lingerie']"
78,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40760/HNS_40760_ShiningStarPrintNavywNavyLace_Front.jpg,neutral,low,portrait,low,"['boy', 'girl', 'kid', 'person', 'woman']","['dark_blue', 'orange', 'khaki']","['orange', 'khaki', 'off_white']","['leg', 'underwear', 'standing', 'boxer', 'posing', 'apparel', 'shorts', 'lace', 'wearing', 'wear', 'stand', 'pants', 'exercise', 'lingerie', 'leggings']"
79,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40760/HNS_40760_StarlightBlue_Front.jpg,neutral,low,portrait,low,"['person', 'kid', 'woman']","['orange', 'brown', 'cyan']",['off_white'],"['leg', 'underwear', 'underpants', 'boxer', 'shorts', 'lace', 'wearing', 'wear', 'waist', 'pants', 'undergarment', 'lingerie']"
80,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40760/HNS_40760_ZippyAnimalIcedMocha_Front.jpg,neutral,high,portrait,low,"['person', 'kid', 'girl']","['orange', 'brown', 'khaki', 'dark_brown']","['orange', 'brown', 'off_white']","['leg', 'underwear', 'underpants', 'posing', 'shorts', 'print', 'wearing', 'wear', 'leopard_print', 'pants', 'leopard', 'undergarment', 'lingerie']"
